Resumen ×,Telefono ×,Tamano ×,Ubicacion ×,Sector ×,Sede ×,Codigo_postal ×,Ciudad ×
"Empresa 100% mexicana con más de 25 años de experiencia en el servicio de abastecimiento a empresas privadas y gubernamentales.

Fundada en el año 199...",993 353 5727,51-200 empleados,,Fabricación de alimentos y bebidas,"Villahermosa, Tabasco",,Tuxtla Gutierrez
"Soluciones en Tecnologías es una empresa 100% mexicana, comprometida en ofrecer a todos sus clientes y socios de negocios, los mejores servicios y apl...",9611210756,11-50 empleados,"Principal
Soluciones en Tecnologías
Av. Herradura #240, Fracc. Loma Real, Tuxtla Gutiérrez, Chiapas 29010, MX",Servicios y consultoría de TI,"Tuxtla Gutiérrez, Chiapas",29010,Tuxtla Gutierrez
"Empresa Líder en Sistemas de Conservación de Superficies. 

Con 35 años Aprosi Equipos es una empresa experta en soluciones de limpieza de superficies...",800 277 6741,11-50 empleados,"Principal
Av. Dr. Gustavo Baz 83, Tlalnepantla, Estado de México 54080, MX, Cd. Del Carmen
Av. Isla de Tris No. 194 Col. Belisario Dominguez, Ciudad Del Carmen, Campeche 24150, MX, Tuxtla Gutiérrez, Chiapas
9a. Sur Poniente No. 842 Local A y B Col. Centro, Tuxtla Gutiérrez, Chiapas 2900, MX, Celaya, Guanajuato
Av. Tecnológico 34, Celaya, Guanajuato 38010, MX, Zapopan, Jalisco
Adolfo López Mateos Sur 5777, Zapopan, Jalisco 45080, MX, Guadalupe, Nuevo León
Av. Las Américas Norte No. 403, Colonia Las Américas,, local, Guadalupe, Nuevo León 67130, MX, Hermosillo, Sonora
Periférico Sur. No. 777, Y Griega, Local, Hermosillo, Sonora 83290, MX, Villahermosa, Tabasco
Av. Adolfo Ruiz Cortinez 704, Villahermosa, Tabasco 86040, MX, Veracruz, Veracruz
Calzada Simón Bolívar 981-B, Col. Ignacio Zaragoza, Local, Veracruz, Veracruz 91910, MX",Fabricación de maquinaria,"Tlalnepantla, Estado de México",54080,Tuxtla Gutierrez
"Somos una Microfinanciera con presencia en diversos estados de la república Mexicana,  mejorando la calidad de vida de nuestros clientes....",8002909000,501-1000 empleados,"Principal
Corporativo
TUXTLA GUTIERREZ , CHIAPAS 29040, MX",Servicios financieros,"TUXTLA GUTIERREZ , CHIAPAS",29040,Tuxtla Gutierrez
"31 años formando profesionales con valores, conocimientos académicos y actitud emprendedora. No arriesgues tu futuro estudia con nosotros Hoy....",(961) 614 11 12,201-500 empleados,"Principal
Campus Chiapas
Libramiento Norte Oriente #3450, Tuxtla Gutiérrez, Chiapas 29040, MX",Enseñanza superior,"Tuxtla Gutiérrez, Chiapas",29040,Tuxtla Gutierrez
"Viaja con las marcas más prestigiosas
En Serendipia BP Travel tenemos alianzas con marcas y cadenas hoteleras de renombre como: RIU, Marriot, Hilton, ...",7223466934,2-10 empleados,"Principal
Sede
5a norte poniente #1319 int. 1, Tuxtla Gutiérrez, Chiapas 29000, MX",Organización de viajes,"Tuxtla Gutiérrez, Chiapas",29000,Tuxtla Gutierrez
Somos el hotel más grande de Chiapas con 219 habitaciones y la alberca más grande de toda la ciudad. Contamos con 14 salones para eventos con capacida...,,201-500 empleados,"Principal
Holiday Inn Tuxtla
Boulevard Belisario Domínguez Km 1081 C.P. 29000, Tuxtla Gutiérrez, Chiapas 29000, MX",Organización de viajes,"Tuxtla Gutiérrez, Chiapas",29000,Tuxtla Gutierrez
"El Instituto Oftavisión es una red de clínica oftalmológicas dedicadas al diagnóstico y tratamiento para el cuidado de los ojos, con presencia en trec...",81 2002 5252,201-500 empleados,"José María No. 150 entre calle 6ta y 7ma ex ejido Chapultepec, C.P. 22785, Ensenada, Baja California, México.
Ensenada, Baja California 22785, MX, Boulevard Ángel Albino Corzo No. 1359 Col. El Retiro, C.P. 29040, Tuxtla Gutierrez, Chiapas, México.
Tuxtla Gutiérrez, Chiapas 29040, MX, Calle 62, Colonia Centro, Cp. 97000
Mérida, Mérida 97000, MX, Álvaro Obregón #23 Zona Centro Ciudad Valles, San Luis Potosí, Ciudad Valles, Mexico
Ciudad Valles, San Luis Potosí MX, Guillermo Prieto No. 811 norte Col. Centro, C.P. 81200, Los Mochis, Sinaloa, México.
Los Mochis, Sinaloa 81200, MX, Rafael Buelna No. 202 Int. 15 Hacienda Las Cruces, C.P. 82126, Mazatlán, Sinaloa, México.
Mazatlán, Sinaloa 82126, MX, Periférico Norte No. 175 Esq. Gral. Bernardo Reyes Plaza Reyes Col. Jesús García C.P. 83140 Hermosillo, Sonora.
Hermosillo, Sonora 83140, MX, Carretera federal Cárdenas-Comalcalco km 18 poblado Carlos Rovirosa, C.P. 86680, Cunduacán, Tabasco, México.
Cunduacán, Tabasco 86680, MX, Boulevard López Mateo #121, Colonia Unidad Nacional, Cp. 89410
Ciudad Madero, Tamaulipas 89410, MX, Calle Pedro María Anaya #398, Colonia San Francisco, Cp. 87050
Ciudad Victoria, Tamaulipas 87050, MX, Zaragoza 3 Col. Centro Esq. Zósimo Pérez Castañeda. C.P. 92800, Túxpan de Rodríguez Cano, Veracruz, México.
Tuxpan, Veracruz 92800, MX",Salud y servicios sociales,"Ciudad Victoria, Tamaulipas",22785,Tuxtla Gutierrez
"Grupo Empresarial Coyatoc es fundado en 1989 con oficinas centrales en Tuxtla Gutiérrez, capital del estado de Chiapas, México.

Nuestro campo de acci...",9616182266,51-200 empleados,,Construcción,"Tuxtla Gutiérrez, Chiapas",,Tuxtla Gutierrez
"Distribuidora PM de Occidente, SA de CV; Distribuidor de Medicamentos, Material de Curación y Diversos Dispositivos y Equipo Médico. Especialidad en a...",,11-50 empleados,"Matriz, Almacen General y Farmacia de Especialidades
15 Poniente Norte 561, Tuxtla Gutiérrez, Chiapas MX, Sucursal y Almacén Occidente
Av. Copernico 3947-1, Guadalajara, Jalisco MX, Sucursal y Farmacia de Especialidades
Av Cué Merlo 632-1, Puebla, Puebla MX",Fabricación de productos farmacéuticos,"Guadalajara, Jalisco",,Tuxtla Gutierrez
"Somos una comunidad innovadora de diseñadores, tecnólogos que vemos al futuro como una oportunidad para crear un impacto positivo a través de la tecno...",9613334037,11-50 empleados,"Principal
Sede
TUXTLA GUTIÉRREZ, MX",Desarrollo de software,,,Tuxtla Gutierrez
"Somos una agencia especializada de estudios en el extranjero respaldada por 20 años de experiencia, más de 40 sucursales en la República Mexicana y pr...",01 800 265 78 11,51-200 empleados,"Principal
Live&Learn Condesa
Eje 3 Sur Av. Baja California #261 Col. Hipódromo Condesa. México DF, 06100, 5to piso., Tel. 68 20 99 96 | 01 800 265 78 11 • Whatsapp: 5539082548 • mail: live_callcenter@mundojoven.com, Cuauhtémoc, Ciudad de México 06100, MX, Live&Learn Aguascalientes
Blvd. Licenciado Luis Donaldo Colosio Murrieta 400, Tel. 449 251 72 81 | 449 251 72 82 | 449 251 72 83 • mail: aguascalientes@mundojoven.com, Aguascalientes, Aguascalientes 20110, MX, Live&Learn Ensenada
Viajes Kinessia. Calle Delante 314-292. Fracc. Playa Ensenada., Tel. 646 152 18 00 • mail: j.cuevas@mundojoven.com, Ensenada, Baja California 22880, MX, Live&Learn Tuxtla Guitérrez
11 Poniente Sur, no. 1296. Fracc. Las Terrazas., Tel. 961 613 3560 • mail: tuxtla@mundojoven.com, Tuxtla Guitérrez, Chiapas 29060, MX, Live&Learn Chihuahua
Fashion Mall. Periférico de la Juventud 3501 Local U72, Fraccionamiento Puerta de Hierro, Tel. (614) 4304141, 4304142 • mail: chihuahua@mundojoven.com, Campestre-Lomas, Chihuahua 31207, MX, Live&Learn Insurgentes Sur
Avenida Insurgentes Sur 1510, Tel. 55 56 61 32 33 • mail: insurgentes@mundojoven.com, Benito Juárez, Ciudad de México 01020, MX, Live&Learn Revolución
Av. Revolución 624, entre calle 27 y 25, Col. San Pedro de los Pinos, Tel. 6843 0448 | 6843 0447 | 6843 0446 • mail: revolucion@mundojoven.com, Benito Juárez, Ciudad de México 03800, MX, Live&Learn Coapa
Canal de Miramontes No. 2065. Fraccionamiento los Girasoles, entre Calzada del Hueso y Calzada de las Bombas, Tel. 55 56 77 79 17 | 55 56 77 79 23 | 55 56 78 06 70 | 55 56 79 76 65 • mail: coapa@mundojoven.com.mx, Coyoacán, Ciudad de México 04920, MX, Live&Learn Copilco
Calle Arquitectura No. 56 A, Col. Copilco Universidad, Tel. 55 50 54 20 | 55 54 45 94 | 55 54 52 26 | 55 54 71 57 • mail: unam@mundojoven.com, Coyoacán, Ciudad de México 04360, MX, Live&Learn Roma Norte
Calle Durango no.208-b Col. Roma Norte, Tel. 55142037 | 55115826 | 52070084 • mail: a.pina@mundojoven.com, Cuauhtémoc, Ciudad de México 06700, MX, Live&Learn Zócalo
Guatemala 4. Col. Centro., Tel. 55 55 18 17 55 • mail: catedral@mundojoven.com, Cuauhtémoc, Ciudad de México 06000, MX, Live&Learn Lindavista
Av. Montevideo 171. Col. Lindavista, Tel. 55 55 86 38 10 | 55 55 86 37 97 | 55 56 62 3514 • mail: lindavista@mundojoven.com, Gustavo A. Madero, Ciudad de México 07300, MX, Live&Learn San Jerónimo
Héroes de Padierna 132. Loc. 58. Col. San Jerónimo Lidice, Tel. 55 56 68 38 10 | 55 56 83 88 17 | 55 56 83 79 38 • mail: sanjeronimo@mundojoven.com, Magdalena Contreras, Ciudad de México 10200, MX, Live&Learn Polanco
Eugenio Sue 342, esq. Homero. Col. Polanco, Tel. 55 52 50 71 91 • polanco@mundojoven.com, Miguel Hidalgo, Ciudad de México 11560, MX, Live&Learn Aeropuerto
Aeropuerto de la Cd. de México , Terminal 1, Llegadas Internacionales E1, Planta baja entre puerta 7 y 8, Tel. 55 25 99 01 55 | 55 25 99 01 54 • mail: aeropuerto@mundojoven.com, Venustiano Carranza, Ciudad de México 15620, MX, Live&Learn Santa Fe
Circuito Guillermo Gonzalez Camarena 1205, esquina Ernesto Dominguez Local B25, Tel. (999)9416349 • mail: h.gonzalez@mundojoven.com, Álvaro Obregón, Ciudad de México 01219, MX, Live&Learn Saltillo
Blvd. Musa de León N°951 Loc. 40 A Residencial Los Pinos, Tel. 844 165 04 00 • mail: saltillo@mundojoven.com, Saltillo, Coahuila 25198, MX, Live&Learn Torreón
Lerdo de Tejada 902, col. Centro, Tel. 871 229 31 01 | 871 229 31 09 • mail: torreon@mundojoven.com, Torreón, Coahuila 27000, MX, Live&Learn Durango
Blvd. Guadiana 216 - Int 10, Col. Fracc. Lomas del Parque, Tel. 6181303454 - 52 • mail: durango@mundojoven.com, Durango, Durango 34100, MX, Live&Learn Satélite
Blvd. Manuel Ávila Camacho 1230, esq. Circuito Economistas. Loma Suave, , Tel. 55 53 93 98 92 • mail: satelite@mundojoven.com, Cd. Satélite, Estado de México 53050, MX, Live&Learn Interlomas
Centro Comercial Altika. Palma Criolla #14, Col. Palmas Altas, Tel. 55 52 90 97 03 | 55 52 90 96 04 • mail: interlomas@mundojoven.com, Huixquilucan, Estado de México 52778, MX, Live&Learn Toluca
M. Pino Suárez Sur 800. Col. Cuauhtémoc, Tel. 722 318 4570 | 722 318 4571 • mail: toluca@mundojoven.com, Toluca, Estado de México 50130, MX, Live&Learn Celaya
Blvd Adolfo López Mateos 1245 LOCAL 14 Jardines de Celaya 1ra Sec Celaya, Tel. (461) 617 2014 y (461) 159 6024 • mail: celaya@mundojoven.com, Celaya, Guanajuato 38080, MX, Live&Learn León
Blvd. Campestre 1305. Local A. Col. Valle del Campestre, Tel. 477 779 77 50 | 477 779 77 51 | 477 717 82 09 | 477 717 45 98 | 477 211 37 21 • mail: leon@mundojoven.com, León, Guanajuato 37160, MX, Live&Learn Pachuca
Av. Revolución Esq. 16 Enero. Col. Periodista, Pachuca de Soto. , Tel. (771) 714 6236, (771) 714 8767, (771) 714 791 • mail: pachuca@mundojoven.com, Pachuca, Hidalgo 42060, MX, Live&Learn Guadalajara Av Vallarta
Av. Vallarta 2440, loc. D15. Col. Arcos de Vallarta, Tel. 33 36 30 91 86 | 33 36 30 95 02 | 33 36 30 95 03 | 33 36 30 95 04 • mail: guadalajara@mundojoven.com, Guadalajara, Jalisco 44130, MX, Live&Learn Guadalajara Providencia
Florencia 2818, Local 10 Esq. Ruben Dario Providencia, Tel. (33) 2471 - 8900 • mail: gdlprovidencia@mundojoven.com, Guadalajara, Jalisco 44630 , MX, Live&Learn Guadalajara Plaza Ciudadela
Av. Moctezuma, calle Labna y Av. Patria 1437. LM 81. Col. Jardines del Sol, Tel. 36 32 35 30 | 36 32 33 96 • mail: gdlciudadela@mundojoven.com, Zapopan, Jalisco 45050, MX, Live&Learn Morelia
Plaza Comercial Prados Camelinas. Av. Camelinas No. 2630. Local 4. Col. Prados del Campestre, Tel. 443 314 5189 | 443 102 1372 • mail: morelia@mundojoven.com, Morelia, Michoacán 58297 , MX, Live&Learn Cuernavaca
Local 3 de Plaza Citiplaza. Av. Río Mayo No. 200 esq. Chilpancingo. Col. Vista Hermosa, Tel. 777 318 67 25 | 777 318 69 27 | 777 318 7348 • mail: cuernavaca@mundojoven.com, Cuernavaca, Morelos 62290, MX, Live&Learn Tec Monterrey Campus MTY
Ave Eugenio Garza Sada 2501 Sur, Centro Estudiantil 1° piso oficina 102., Tel. 81 8358 5424 • mail: tecmty@mundojoven.com, Monterrey, Nuevo León 64849, MX, Live&Learn Monterrey Cumbres
Av. Paseo de los leones 1205 Interior 13, Cumbres 1er sector. , Tel. 81 8348 1001 | 81 8348 1002 | 81 8348 1003 • mail: cumbres@mundojoven.com, Monterrey, Nuevo León 64600, MX, Live&Learn Monterrey Tecnológico
Eugenio Garza Sada 3044. Loc. 8 Altos. Entre Rosario y Quito, a dos cuadras del TEC. Col. Altavista., Tel. 81 1234 4500 | 81 1234 4501 • mail: monterrey@mundojoven.com, Monterrey, Nuevo León 64840, MX, Live&Learn Monterrey Valle
Av. Vasconcelos Oriente 345. Loc. 206. Col. Santa Engracia, San Pedro Garza García. Entre Rosales y Álamos, Plaza Tanarah., Tel. 81 8378 4310 • mail: monterreyvalle@mundojoven.com, San Pedro Garza García, Nuevo León 66267, MX, Live&Learn Oaxaca
Murguia #500-A Esq. Pino suarez Col.Centro, Tel. 951 501 56 56 • mail: oaxaca@mundojoven.com, Oaxaca, Oaxaca 68000, MX, Live&Learn Puebla La Paz
Rosendo Márquez 21. Col. La Paz. Puebla, México, Tel. 222 231 8240 • mail: puebla@mundojoven.com, Puebla, Puebla 72160, MX, Live&Learn Puebla Plaza W
Plaza W, local 205. Vía Atlixcáyotl 3248. San Andrés Cholula, Tel. 222 210 3740 | 222 409 9800 • mail: puebla@mundojoven.com, Puebla, Puebla 72810, MX, Live&Learn Querétaro
Blvd. Bernardo Quintana No. 9. Loc. 6. Col. Bosques del Acueducto, Tel. 442 295 9690 | 442 295 9691 • mail: queretaro@mundojoven.com, Querétaro, Querétaro 76020, MX, Live&Learn Cancún
Av. Uxmal 25, a una cuadra de la estación ADO, Tel. 998 271 47 40 • mail: cancun@mundojoven.com, Cancún, Quintana Roo 77500, MX, Live&Learn Playa del Carmen
Calle 1 Sur Mz 28 Lt 6 Interior Loc 9 Col Centro en Plaza Yamaha, Tel. (984) 147 6425 | (984) 147 6436 • mail: playadelcarmen@mundojoven.com, Playa del Carmen, Quintana Roo 77710, MX, Live&Learn San Luis Potosí
Av. Venustiano Carranza 2325. Local 1. Col. Polanco, Tel. 444 151 30 12 | 444 151 30 14 • mail: slp@mundojoven.com, San Luis Potosí, San Luis Potosí 78220, MX, Live&Learn Villahermosa
Mario Brown 220. Loc. 3 Plaza Vendome., Tel. 993 351 55 37 • mail: villahermosa@mundojoven.com, Villahermosa, Tabasco 86100, MX, Live&Learn Cd. Victoria
9 Coahuila - Plaza San José, Tel. 834 315 33 60 • mail: ciudadvictoria@mundojoven.com, Ciudad Victoria, Tamaulipas 87040, MX, Live&Learn Veracruz
Plaza Vela Local 309, Blvd Adolfo Ruíz Cortínez. A un lado del Hotel Mocambo., Tel. (229) 130-7351, (229) 179-2314, (229) 130-7497 • mail: veracruz@mundojoven.com, Boca del Río, Veracruz 94293, MX, Live&Learn Orizaba
Plaza sur 17, Avenida Oriente 6, No. 851 Loc 19, Planta Alta, Tel. 272 725 3336 • mail: orizaba@mundojoven.com, Orizaba, Veracruz 94300, MX, Live&Learn Xalapa
Av. Manuel Ávila Camacho 31. Local 4. Col. Centro. Entre Úrsulo Galván y Betancourt., Tel. 228 812 3509 | 228 812 2594 • mail: xalapa@mundojoven.com, Xalapa, Veracruz 91000, MX, Live&Learn Mérida
GRAN PLAZA Calle 75 No.196, Tel. 999 941 6349 | 999 941 6259 • mail: merida@mundojoven.com, Mérida, Yucatán 97115, MX",Formación profesional y coaching,"Cuauhtémoc, Ciudad de México",06100,Tuxtla Gutierrez
"CALLE DÉCIMA QUINTA PONIENTE NORTE 245 1, Tuxtla Gutiérrez 29030, MX",,11-50 empleados,"CALLE DÉCIMA QUINTA PONIENTE NORTE 245 1, Tuxtla Gutiérrez 29030, MX",Consultorios médicos,,29030,Tuxtla Gutierrez
"Descripción de IBR Mercadotecnia Digital con Expertise Inmobiliaria

En IBR Mercadotecnia Digital con Expertise Inmobiliaria, Somos especialistas en t...",,2-10 empleados,"Principal
Tuxtla Gutiérrez , Chiapas 29000, MX",Servicios de marketing,"Tuxtla Gutiérrez , Chiapas",29000,Tuxtla Gutierrez
"AVENIDA CUARTA SUR ORIENTE 760 A, Tuxtla Gutiérrez 29000, MX",,201-500 empleados,"AVENIDA CUARTA SUR ORIENTE 760 A, Tuxtla Gutiérrez 29000, MX",Banca,,29000,Tuxtla Gutierrez
"La empresa Elite Lockers se posiciona como el principal minorista en la región sureste, destacándose por su asociación con las mejores marcas en Méxic...",,501-1000 empleados,"Principal
Sede
Cancun, Quintana Roo MX, Tapachula, Chiapas MX, Tuxtla, Chiapas MX, Mérida, Yucatan MX",Comercio al por menor de prendas de vestir y moda,"Cancun, Quintana Roo",,Tuxtla Gutierrez
"Cecropia es una asociación civil especializada en sustentabilidad que promueve, gestiona, desarrolla e implementa proyectos, procesos y herramientas q...",9611026665,11-50 empleados,"Principal
Sede
Av. Río Pichucalco 126 col. Albania Alta, Tuxtla Gutiérrez, Chiapas 29010, MX",Organizaciones sin ánimo de lucro,"Tuxtla Gutiérrez, Chiapas",29010,Tuxtla Gutierrez
"Proveemos una amplia gama de aceites para motor para equipo pesado y ligero, aceites hidráulicos, bandas, grasas y lubricantes, filtros de aceite, fil...",9931616127,51-200 empleados,"Principal
Distribuidor vial el country
Distribuidor vial el country lote 12 ABC Colonia González 1A sección Centro., Villahermosa, Tabasco 86280, MX, Calle 34 entre calle 15 y 17, Col. Guanal, Ciudad del Carmen, Campeche 24130, MX, 1a poniente prolongación, Col. Francisco Villa, 99, Tapachula, Chiapas 30740, MX, Boulevard Bosques de la Trinidad, Fracc. Bosques de la Trinidad, 821, Tuxtla Gutiérrez, Chiapas MX, Calle Toniná entre Comalcalco y Oaxactun Zona Industrial, Región 97, 25 Bodega 1, Cancún, Quintana Roo 77530, MX, Lateral de Periférico Licenciado Manuel Berzunza, Col. Vista Alegre, 204, Mérida, Yucatán 97130, MX",Comercio al por mayor,"Villahermosa, Tabasco",86280,Tuxtla Gutierrez
"Somos una comunidad formada en marzo de 2014 por un grupo de mujeres proactivas con la finalidad de generar un espacio enfocado a la programación, sop...",,11-50 empleados,,Gestión educativa,"Guadalajara, Jalisco",,Tuxtla Gutierrez
"Chiapas, México",,+10.001 empleados,"Principal
Sede de Gobierno
Tuxtla Gutiérrez, Chiapas MX",Administración pública,"Tuxtla Gutiérrez, Chiapas",,Tuxtla Gutierrez
"Es la cadena  de radio-difusoras más grande del sureste de México; cuenta con  19 frecuencias de radio (16 en FM y 3 en AM), distribuidas estratégicam...",9616151023,201-500 empleados,"Corporativo
Boulevard Belisario Dominguez, #4820 Colonia Jardines de Tuxtla, Tuxtla Gutiérrez, Chiapas 29000, MX",Servicios de publicidad,"Tuxtla Gutiérrez, Chiapas",29000,Tuxtla Gutierrez
"Grupo Grameen - ALFIN is a microfinance group of Mexican companies that provide loans, savings programs, credit establishment, housing improvement and...",,501-1000 empleados,,Servicios financieros,"Tuxtla Gutiérrez, Chiapas",,Tuxtla Gutierrez
"Ven y vive Chiapas de manera intensa y con el mejor rendimiento de tus recursos, tenemos planes para todas las necesidades y todos con el único y gran...",,2-10 empleados,"Principal
www.ecotourschiapas.com
2° Poniente Norte # 913 Zona Centro Tuxtla Gutiérrez I Chiapas I México I, Tuxtla Gutierrez, Chiapas 29020, MX","Ocio, viajes y turismo","Tuxtla Gutierrez, Chiapas",29020,Tuxtla Gutierrez
"CREEA MEXICO 360 surge por la firme convicción de que podemos crear un México con empresas altamente innovadoras, que se distingan claramente de las d...",,11-50 empleados,,Consultoría y servicios a empresas,"San Andrés Cholula, Puebla",,Tuxtla Gutierrez
"Líderes en la comercialización y distribución de abarrotes en el sur del país, tu socio de confianza para el éxito empresarial....",,201-500 empleados,"Principal
https://maps.app.goo.gl/aTSLV58CfHJ11XuY7
Tuxtla Gutiérrez, Chiapas 29045, MX, https://maps.app.goo.gl/8i7VGF34QDKzxfBf7
Cd. Hidalgo, Chiapas 30840, MX, https://maps.app.goo.gl/NRU7CsFvcT6faNQ19
Comitá de Domínguez, Chiapas 30068, MX, https://maps.app.goo.gl/jvWzsKoyUMguQUHh8
Ocosingo, Chiapas 29950, MX, https://maps.app.goo.gl/H9pb6ggJ9KWuXePv7
San Cristóbal de las Casas, Chiapas 29290, MX, https://maps.app.goo.gl/bZzoxWs5R523wkuHA
San Cristóbal de las Casas, Chiapas 29227, MX, https://maps.app.goo.gl/GYDhRkJjqu5QTtfQ8
Tapachula de Córdova y Ordoñez, Chiapas 30826 T, MX",Servicios al consumidor,"Tuxtla Gutiérrez, Chiapas",29045,Tuxtla Gutierrez
"CALLE CENTRAL SUR, Tuxtla Gutiérrez 29000, MX",,2-10 empleados,"CALLE CENTRAL SUR, Tuxtla Gutiérrez 29000, MX",Servicios para el individuo y la familia,,29000,Tuxtla Gutierrez
"Crédito invididual

Crédito Grupal

Crédito PYME",800 242 7323,11-50 empleados,"Principal
Sede
29030, 5a. Avenida Norte Poniente #2414, TUXTLA GUTIERREZ, CHIAPAS 29030, MX",Servicios financieros,"TUXTLA GUTIERREZ, CHIAPAS",29030,Tuxtla Gutierrez
"Escuela de educación media superior, superior y capacitación para el trabajo con más de 20 años de experiencia en el sector educativo en el área de la...",9616580120,51-200 empleados,"Principal
Sede
Av. Central Oriente #1691, esquina 16 Oriente, Tuxtla Gutiérrez, Chiapas 29000, MX, Tuxtla Gutiérrez, mx",Educación,"Tuxtla Gutiérrez, Chiapas",29000,Tuxtla Gutierrez
"Tuxtla Gutiérrez , Chiapas 29000, MX",,2-10 empleados,"Principal
Sede
Tuxtla Gutiérrez , Chiapas 29000, MX",Servicios de recursos humanos,"Tuxtla Gutiérrez , Chiapas",29000,Tuxtla Gutierrez
"La cadena de radio mas grande del sureste mexicano. 19 frecuencias de radio distribuidas en Chiapas y Tabasco de forma estratégica, logrando así una c...",+52 961-615-1023,201-500 empleados,"Principal
Sede
Blvd. Belisario Dmgz. 4810, Tuxtla Gtz. Chiapas, Jardines de Tuxtla CP 29020, 4810, Tuxtla Gutierrez, Chis. 29030, MX",Medios de comunicación y telecomunicaciones,"Tuxtla Gutierrez, Chis.",29020,Tuxtla Gutierrez
"EcoExperiencias Tour Operators is a company that was created in 1999 as a project aimed to offer ecotourism experiences in the major cities, mainly So...",+529616578232,11-50 empleados,"Principal
Tuxtla Gutierrez Chiapas Mx.
5 CALLE ORIENTE NORTE 424-A, TUXTLA GUTIERREZ, CHIAPAS 29000, MX",Organización de viajes,"TUXTLA GUTIERREZ, CHIAPAS",29000,Tuxtla Gutierrez
"En Prolienzo, llevamos el arte a tus paredes. Transforma y da vida a tus espacios con nuestros hermosos cuadros decorativos 🖼️✨

Tenemos envíos gratis...",961 543 3823,51-200 empleados,"Principal
Tuxtla Gutierrez, Chiapas 29030, MX",Servicios de diseño,"Tuxtla Gutierrez, Chiapas",29030,Tuxtla Gutierrez
Micro Service Consult GmbH (MSC) is a German consulting firm specialized in microfinance and SME finance as well as small business promotion. MSC was ...,,11-50 empleados,,Banca,,,Tuxtla Gutierrez
"CALLE LAJAS 197 0, Tuxtla Gutiérrez 29000, MX",,11-50 empleados,"CALLE LAJAS 197 0, Tuxtla Gutiérrez 29000, MX",Construcción,,29000,Tuxtla Gutierrez
"Empresa 100% Chiapaneca, líder en el ramo con 40 años de experiencia, comercializamos más de 40,000 productos y artículos para Plomería, Pinturas, Ilu...",9611739393,201-500 empleados,,Comercio al por mayor,"Tuxtla Gutiérrez, Chiapas",,Tuxtla Gutierrez
"La libertad del #Nosotras

Construimos estrategias de Inversión Social basadas en la inclusión e igualdad de género en el país que potencialicen la Au...",,2-10 empleados,"Principal
Headquarters
Tuxtla Gutiérrez, Chiapas MX",Consultoría y servicios a empresas,"Tuxtla Gutiérrez, Chiapas",,Tuxtla Gutierrez
"Somos una OSC enfocada en la sostenibilidad de los pueblos y comunidades indígenas, zonas arqueológicas y ecológicas, a través de modelos de desarroll...",961 335 0492,11-50 empleados,"Principal
Oficinas centrales
1 norte poniente 1908, Tuxtla Gutiérrez, Chiapas, Chiapas 29030 , MX",Organizaciones sin ánimo de lucro,"Tuxtla Gutiérrez, Chiapas, Chiapas",29030,Tuxtla Gutierrez
"Nuestro objetivo es desarrollar y ofrecer soluciones a las empresas de la región basadas en comunicaciones unificadas, redes de datos, enlaces de radi...",9933100951,11-50 empleados,,Servicios y consultoría de TI,"Villahermosa, Tabasco",,Tuxtla Gutierrez
"En Evonet, llevamos más de 25 años conectando personas y empresas en el Oriente de Michoacán a través de soluciones tecnológicas de vanguardia. Nos he...",+52 715 153 6454,51-200 empleados,,Telecomunicaciones,"Zitácuaro, Michoacán",,Tuxtla Gutierrez
"Kimuul se origina de una semilla Tapachulteca en 2017, inspirada por la pasión, amor y olor al café, los hermosos paisajes de Chiapas, la tradición y ...",9615791772,11-50 empleados,,Servicios de alimentos y bebidas,"TAPACHULA, Chiapas",,Tuxtla Gutierrez
Asit Tecnología en Seguridad: Expertos en soporte técnico y digitalización empresarial. Ofrecemos soluciones en reparación de sistemas y consultoría e...,9616070481,11-50 empleados,"Principal
Av. Guachipilín núm. 445. Colonia Albania Baja,
Tuxtla Gutiérrez, Chiapas 29010, MX",Consultoría y servicios a empresas,"Tuxtla Gutiérrez, Chiapas",29010,Tuxtla Gutierrez
"Amplia experiencia en el desarrollo de proyectos y construcción de obras en diferentes regiones del país.
Nuestro trabajo no tiene límites, hemos edif...",9611413972,11-50 empleados,"Principal
Tuxtla Gutiérrez Chiapas
Avenida Montes Azules Fracc. Las Nube, #56 Interior 6, Tuxtla Gutiérrez, Chiapas 29020, MX",Construcción,"Tuxtla Gutiérrez, Chiapas",29020,Tuxtla Gutierrez
"AVENIDA TERCERA NORTE PONIENTE 180, Tuxtla Gutiérrez 29057, MX",,2-10 empleados,"AVENIDA TERCERA NORTE PONIENTE 180, Tuxtla Gutiérrez 29057, MX",Fabricación de papel y productos forestales,,29057,Tuxtla Gutierrez
"Tecnología y Sistemas Biomédicos SA de CV, es una empresa pionera en la Investigación y desarrollo de Dispositivos Biomédicos, ubicándonos dentro del ...",,2-10 empleados,"8 Sur #770, entre 6 y 7 Poniente, Tuxtla Gutierrez, Chiapas 29000, MX",Fabricación de equipo médico,"Tuxtla Gutierrez, Chiapas",29000,Tuxtla Gutierrez
"Misión

 Apoyar a nuestro cliente con productos tecnológicos e innovadores y servicios por conocedores y expertos en tecnologías de la información y c...",,11-50 empleados,,Servicios y consultoría de TI,"Mérida, Yucatán",,Tuxtla Gutierrez
