id ×,Nombre ×,Resumen ×,Telefono ×,Tamano ×,Ubicacion ×,Sector ×,Sede ×,Codigo_postal ×,Ciudad ×
116,Delman Internacional,"Somos una empresa líder en el mercado papelero con más de 20 años de experiencia en nuestro sector.

Distribuimos papeles y cartones de marcas naciona...",3004-1076,51-200 empleados,"Principal
Delman Internacional
Xicotencatl 11, Xalostoc, Ecatepec de Morelos, Estado de México 55320, MX",Fabricación de papel y productos forestales,"Ecatepec de Morelos, Estado de México",55320,Ecatepec
117,Tarimera El Rayo,"Somos una empresa orgullosamente mexicana, con más de 80 años de experiencia en la industria maderera y más de 25 años especializados en la fabricació...",,51-200 empleados,"Principal
Sede
Calle Miguel Hidalgo 96, Zona Industrial Santa Clara, México 55349, MX",Fabricación de envases y embalajes,"Zona Industrial Santa Clara, México",55349,Ecatepec
118,UNIVERSIDAD ANALITICA CONSTRUCTIVISTA,"AVENIDA CARLOS HANK GONZÁLEZ 225, Ecatepec De Morelos 55280, MX",,11-50 empleados,"AVENIDA CARLOS HANK GONZÁLEZ 225, Ecatepec De Morelos 55280, MX",Enseñanza superior,,55280,Ecatepec
119,Fauno Studio,Somos un Studio con más de 15 años de trayectoria que reúne un equipo de profesionales creativos y talentosos comprometidos con la calidad dedicados a...,55 8947 6992,51-200 empleados,"Principal
https://goo.gl/maps/XRBExScuVXRUSo2p8
lazaro cardenas 618 , guadaluoe victoria, Estado de México 55010, MX",Construcción,"guadaluoe victoria, Estado de México",55010,Ecatepec
120,IMPRESORA SILVAFORM SA DE CV,"Calle Cinco No.155 Colonia Rustica Xalostoc, Ecatepec de Morelos, Mexico, Estado de México 55340, MX",,51-200 empleados,"Principal
https://goo.gl/maps/Wqjn9QqoCJE2
Calle Cinco No.155 Colonia Rustica Xalostoc, Ecatepec de Morelos, Mexico, Estado de México 55340, MX",Servicios de impresión,"Mexico, Estado de México",55340,Ecatepec
121,Café La Negrita,"Somos una empresa especializada en el servicio, capacitación y distribución en todos los productos relacionados al café; nuestro principal objetivo es...",,51-200 empleados,,Servicios de alimentos y bebidas,"Tijuana, Baja California",,Ecatepec
122,INDUSTRIAL MAFRA,"Industrial Mafra siempre a la vanguardia en la comercialización, distribución y desarrollo de proyectos para la industria plástica en toda la Repúblic...",+525557141272,11-50 empleados,"ESCAPE M 75 L 60 NO. 3, ECATEPEC DE MORELOS, ESTADO DE MEXICO 55360, MX, Miguel Othon de Mendizabal # 489, Ciudad de México, Gustavo A. Madero 07700, MX",Fabricación de productos de plástico,"Ciudad de México, Gustavo A. Madero",55360,Ecatepec
123,Espumas Omludam S.A. de C.V.,"Empresa 100% Mexicana fabricante de espuma de poliuretano flexible:

PRODUCTO
• Bloques con las medidas que usted necesita desde 1.45mts hasta 2.10mts...",,501-1000 empleados,"Espumas Omludam
Francisco Villa no. 83 Col Jardines de Xalostoc, Ecatepec, Estado de México 55330, MX",Fabricación de productos de plástico,"Ecatepec, Estado de México",55330,Ecatepec
125,Persianas Solaris,"En Solaris estamos comprometidos desde hace más de 15 años con acompañarte a descubrir todo el potencial de tus espacios, innovamos pensando siempre e...",5551168851,51-200 empleados,"Principal
Sede
Calle Lázaro Cárdenas #9, Colonia Centro, Ecatepec de Morelos, Estado de México 55000, MX",Comercio al por menor de prendas de vestir y moda,"Ecatepec de Morelos, Estado de México",55000,Ecatepec
126,Cia. Arrocera Covadonga S.A de C.V.,"AGROINDUSTRIAS COVADONGA, is a leader in the rice industry in Mexico, composed by four companies integrated in the process of collecting, drying, stor...",,501-1000 empleados,"Principal
Av. Industria No. 5 Col. Sta. Clara, Ecatepec, estado de Mexico 55540, MX",Agricultura,"Ecatepec, estado de Mexico",55540,Ecatepec
127,Soluciones GAZO,"Te ayudamos a incrementar la rentabilidad, competitividad y productividad de tu empresa.",,11-50 empleados,"Principal
Sede
Ecatepec, Estado de México MX",Consultoría y servicios a empresas,"Ecatepec, Estado de México",,Ecatepec
128,Smart Agile IT Consulting,Apasionados por las buenas prácticas y agilidad en proyectos. Capacitamos en formas de trabajo ágil y acompañamos a las empresas e interesados mediant...,,11-50 empleados,"Principal
Sede
Ecatepec de Morelos, MX",Servicios y tecnologías de la información,,,Ecatepec
129,MICRO ABRASIVOS SA DE CV,"MICRO ABRASIVOS SA DE CV is an Abrasive producer in Mexico of Silicon Carbide, Brown Aluminum Oxide and Boron Carbide....",525591977495,51-200 empleados,"Principal
Calle 4 No. 23-A Xalostoc, Xalostoc, Ecatepec De Morelos 55340, MX",Fabricación de productos químicos,"Xalostoc, Ecatepec De Morelos",55340,Ecatepec
130,EnglishUp México,Escuela de idiomas,5636515069,11-50 empleados,"Principal
Ciudad Cuahtemoc
Ecatepec de Morelos, México 55000, MX",Educación,"Ecatepec de Morelos, México",55000,Ecatepec
131,SUKIYA´S COMIDA JAPONESA,"AVENIDA CENTRAL 120 200-AM, Ecatepec De Morelos 55140, MX",,11-50 empleados,"AVENIDA CENTRAL 120 200-AM, Ecatepec De Morelos 55140, MX",Restauración,,55140,Ecatepec
134,"FRUTERIA, VERDULERÍA Y VENTA DE ABARROTES","AVENIDA SANTA TERESA/GRECIA 1 L11M31, Ecatepec De Morelos 55200, MX",,11-50 empleados,"AVENIDA SANTA TERESA/GRECIA 1 L11M31, Ecatepec De Morelos 55200, MX",Servicios de alimentos y bebidas,,55200,Ecatepec
135,Ferrovisa S.A de C.V.,"Con la mayor variedad de productos de acero industrial, estructural y construcción en un mismo lugar.

Contamos con más de 60 años en el mercado que n...",56990700,201-500 empleados,"Principal
Calle 2, #10, Ecatepec de Morelos, México 55540, MX",Minería,"Ecatepec de Morelos, México",55540,Ecatepec
136,Ingeniería Analítica & Mantenimiento Eléctrico,"En IAME brindamos servicios de análisis físicos, químicos y eléctricos al líquido aislante, incluyendo el muestreo cuando sea solicitado, así como pru...",55 5770 9791,11-50 empleados,"Principal
Sede
Ecatepec, México 55037, MX",Petróleo y gas,"Ecatepec, México",55037,Ecatepec
137,Duro 3,"DURO 3, es la solución integral para tu estacionamiento
REPARA, REVITALIZA Y EMBELLECE.",5556992900,51-200 empleados,"Principal
Sede
Hierro 9, A, Ecatepec de Morelos, México 55310, MX",Reparación y mantenimiento,"Ecatepec de Morelos, México",55310,Ecatepec
138,Frimax MX,"En Frimax Carrocerías, somos líderes en la fabricación de carrocerías y soluciones de transporte refrigerado y seco. Nos dedicamos a ofrecer productos...",3318453364,51-200 empleados,"Principal
Sede
45615, Guadalajara , MX, Parque Industrial Coacalco Bodega no. 4 Calle Universidad Hispanoamericana, cruce con Calle San Carlos S/N C.P. 55018 Ecatepec de Morelos, México.
Ecatepec de Morelos, Estado de México 55018, MX, Parque Industrial Gaia, SM-309 MZA-13 L-1A Bodega 28 KM-9 Carretera Cancún-Aeropuerto C.P. 77560 Cancún, Quintana Roo
Cancún, Quintana Roo 77560 , MX","Transporte, logística, cadena de suministro y almacenamiento",,45615,Ecatepec
139,DTM Diesel Internacional S.A de C.V.,"DTM DIESEL INTERNACIONAL, S.A. DE C.V. empresa 100% mexicana comprometida a trabajar para la satisfacción del cliente; se ha mantenido dentro del merc...",01(55) 593 885 70,51-200 empleados,,Comercio al por mayor,"Ecatepec, Estado de México",,Ecatepec
140,Grupo RADCONSA,Ex,5571117760,51-200 empleados,,Fabricación de maquinaria industrial,"Ecatepec, estado de mexico, Estado de México",,Ecatepec
144,Fuego Envasado,"Desde 1976 nos especializamos en la producción y comercialización de soluciones portátiles de calentamiento para la industria privada, hotelera y rest...",,51-200 empleados,"Principal
Alumino No. 7, Esfuerzo Nacional.
Ecatepec de Morelos , México 55320, MX, MX",Fabricación de productos químicos,"Ecatepec de Morelos , México",55320,Ecatepec
145,Grupo México Tecnoindustrial,"Desde hace 35 años Grupo México atiende el sector automotriz, ofreciendo soluciones y equipos de última generación para su área de servicio, taller, l...",5557559600,11-50 empleados,"Principal
México
San Pedro Xalostoc, Ecatepec, Edo.Mex. CP 55310, Vía Morelos 464-B, , Ecatepec, Estado de México 55310, MX",Sector automovilístico,"Ecatepec, Estado de México",55310,Ecatepec
146,"AREQUIM CPS, S.A. DE C.V.","Con mas de 20 años de experiencia, AREQUIM CPS es un empresa especializada en la Asesoría Técnica y Fabricación de Productos Químicos para: 

- Indust...",55 57 91 14 35,11-50 empleados,"Principal
Ecatepec de Morelos, MEXICO MX",Fabricación de productos químicos,"Ecatepec de Morelos, MEXICO",,Ecatepec
148,MANTENIMIENTO INDUSTRIAL NECI,"Mantenimiento industrial NECI, fundada en 2007, ofrecemos los mejores tiempos de respuesta a los problemas de instalación, remodelación e integración ...",5587897821,11-50 empleados,"Principal
GAVILAN MANZANA 7 LOTE 11, GRANJAS POPULARES, ESTADO DE MEXICO, Estado de México 55104, MX",Reparación y mantenimiento,"ESTADO DE MEXICO, Estado de México",55104,Ecatepec
149,SENSETECH,"SENSETECH™ es un integrador tecnológico de valor que atiende de forma directa al usuario final ( B2B ) a través de nuestro e-commerce , logrando así c...",+52 (55) 8854 8371,11-50 empleados,,Servicios y tecnologías de la información,,,Ecatepec
151,Nevado Latam,"Somos una compañía 100% mexicana fundada por un grupo de profesionistas altamente capacitados y con gran experiencia.
Ofrecemos las mejores soluciones...",55 8526 1856,11-50 empleados,,Generación de energía renovable,"San Mateo Atenco, México",,Ecatepec
152,Pigmentos Químicos,"Somos una empresa certificada con la ISO 9001:2015 que diseña y fabrica colores de alto impacto visual en masterbatch, pigmento y aditivo para la indu...",5557147272,11-50 empleados,"Principal
Miguel Hidalgo 131, Urbana Ixhuatepec
Ecatepec de Morelos, Estado de México 55349, MX",Fabricación de productos de plástico,"Ecatepec de Morelos, Estado de México",55349,Ecatepec
153,Fullfitment,"Fullfitment compañía especializada en servicios y tecnologías para la consultora estratégica de análisis y gestión de datos, que ayuda a las empresas ...",,51-200 empleados,"Principal
Sede
Avenida López Portillo, Ecatepec de Morelos, 55027, MX",Servicios de datos de sistemas de TI,,55027,Ecatepec
154,Alex Energías Alternas,"Alex Conversiones es una empresa líder en la conversión de motores de gasolina a Gas LP, ofreciendo soluciones eficientes y económicas para tu flotill...",5521272493,11-50 empleados,"Principal
Sede
Calle Primavera 40, Viveros de Xalostoc, Ecatepec de Morelos, México 55340, MX",Sector automovilístico,"Ecatepec de Morelos, México",55340,Ecatepec
156,JRS México - Nutrición Animal,"JRS México ofrece innovadores concentrados de fibra cruda, celulosa, lignocelulosa para todas las especies de animales.
(Porcicultura, ganadería, avic...",,51-200 empleados,"Principal
Sede
Vía Morelos, San Miguel Xalostoc, México 55349, MX",Ganadería,"San Miguel Xalostoc, México",55349,Ecatepec
158,Gabriel Bayón,"Fundada en 1918, Bayón cumple casi 100 años dedicada a la importación y distribución de textiles en México.

Bayón es una de las empresas líder del se...",,201-500 empleados,"Principal
Oficinas Centrales
Rosa Blanca 38, Alfonso XIII, Distrito Federal 01460, MX, Bayón Villa Coapa
Canal de Miramontes 3253, Ciudad de México, Ciudad de México 14300, MX, Bayón San Angel
Avenida Revolución 30 esquina Río Cuahutemoc, Ciudad de México, Ciudad de México 01000, MX, Bayón Lindavista
Avenida Montevideo 303, Lindavista Sur, Ciudad de México, Ciudad de México 07300 , MX, Bayón Centro
Venustiano Carranza 95, Centro, Ciudad de México, Ciudad de México 06000, MX, Bayón Cuajimalpa
José Ma Castorena 470, Ciudad de México, Distrito Federal 05000, MX, Bayón Tepeyac
Calzada de Guadalupe 431, Guadalupe Tepeyac, Distrito Federal 07840, MX, Bayón Prado Norte
Avenida Prado Norte 315, Lomas de Chapultepec, Distrito Federal 11000, MX, Bayón Izcalli
Temoaya 16, centro Urbano, Cuatitlán Izcalli, Estado de México 54700, MX, Bayón Aragón
Avenida Carlos Hank González 120, Ecatepec de Morelos, Estado de México 55140, MX, Bayón Interlomas
Parque de Granada 49, Boulevard Magnocentro, Huixquilucan, Estado de México 52778, MX, Bayón Texcoco
Benito Juárez Sur 218, Centro, Texcoco de Mora, Estado de México 56100, MX, Bayón Pachuca
Avenida Revolución 1307, Periodistas, Pachuca, Hidalgo 42060, MX, Bayón San Juan del Rio
Hidalgo 62-B, Centro, San Juan del Rio, Querétaro 76800 , MX, Bayón Queretaro Constituyentes
Avenida de los Constituyentes Poniente 138, Santiago de Querétato, Querétaro 7600, MX, Bayón Juriquilla
Boulevard Universitario 560, Fracc Provincia Juriquilla, Querétaro Arteaga 76230, MX, Bayón Querétaro Boulevares
Prolongación Corregidora Norte 294, Plaza Boulevares, Querétaro Arteaga 76169, MX",Fabricación de productos textiles,"Alfonso XIII, Distrito Federal",01460,Ecatepec
159,HELADOS DE YOGURT MOYO,"AVENIDA CENTRAL 120 LOCAL 160 AM, Ecatepec De Morelos 55140, MX",,11-50 empleados,"AVENIDA CENTRAL 120 LOCAL 160 AM, Ecatepec De Morelos 55140, MX",Servicios de alimentos y bebidas,,55140,Ecatepec
161,CUBETAS Y BAÑOS SA DE CV,"CALLE AVENIDA CENTRAL 100 SN, Ecatepec De Morelos 55310, MX",,201-500 empleados,"CALLE AVENIDA CENTRAL 100 SN, Ecatepec De Morelos 55310, MX",Fabricación de productos de plástico,,55310,Ecatepec
162,Ascensores Macrey de México,"En Ascensores Macrey de México, proporcionamos una amplia gama de soluciones de transportación vertical, (elevadores para pasajeros, ascensores de car...",,11-50 empleados,,Construcción,"Querétaro de Arteaga, Querétaro",,Ecatepec
163,Proymsa,"Proymsa es una empresa que ofrece soluciones y servicios para la fabricación de piezas metal mecánicas, desarrollando proyectos de alto requerimiento ...",,51-200 empleados,"Principal
Proymsa Mexico
Calle Cañada 9, Santa Águeda, México 55025, MX",Fabricación de maquinaria industrial,"Santa Águeda, México",55025,Ecatepec
164,"Sellados Técnicos de México, S.A. de C.V.",Somos una empresa dedicada al servicio de maquila y acondicionamiento en empaques primarios y secundarios principalmente para la industria Químico Far...,5557551534,51-200 empleados,"Principal
Calle Canal del Risco No. 21, Ecatepec de Morelos, México 55340, MX",Fabricación de productos farmacéuticos,"Ecatepec de Morelos, México",55340,Ecatepec
167,SAPASE ECATEPEC,"CALLE PALMAS 38, Ecatepec De Morelos 55030, MX",,201-500 empleados,"CALLE PALMAS 38, Ecatepec De Morelos 55030, MX",Servicios públicos,,55030,Ecatepec
168,PNEUMATECNIA SA DE CV,"Pneumatecnia ofrece a todos sus clientes la gama más amplia de componentes neumáticos como válvulas, electroválvulas, cilindros, sistemas para tratami...",3336289831,11-50 empleados,,Fabricación de maquinaria industrial,"Zapopan, Jalisco",,Ecatepec
171,T.E.S. Ecatepec,"El Tecnológico de Estudios Superiores de Ecatepec (TESE), es un Organismo Público Descentralizado del Estado de México, ubicado en el Municipio de Eca...",,501-1000 empleados,"Av. Tecnológico s/n esq. Av. Carlos Hank González, Col. Valle de Anáhuac, Ecatepec de Morelos, Estado de México 55210, MX",Enseñanza superior,"Ecatepec de Morelos, Estado de México",55210,Ecatepec
172,"ALUPRATIC, S.A. DE C.V.",Alupratic es una empresa joven y dinámica con 22 años de experiencia en la distribución de materiales de construcción y decoración. Nos especializamos...,55 8947 0040,201-500 empleados,"Principal
Av. Solidaridad mz 12, Covadonga, , Lote 10, Chalco de Díaz Covarrubias, Méx., México, Mexico 56607 , MX, CALLE PRIMERA CALLE DE JUAN ALDAMA 72, Atlixco 74280, MX, Av. Cuauhtémoc Km 23.5, San Antonio Tlalpizahuac, Ixtapaluca, Méx., México, Mexico 56560, MX, Km. 21.5, Carr. Federal México-Texcoco 5, Tecamachalco, 56500, Los Reyes Acaquilpan, Méx., México, Mexico MX, Av. Nacional 1 Esq, Fresnos, San Cristóbal, Ecatepec de Morelos, Méx., México, Mexico 55024, MX, Av. 113 Pte., Loma Encantada, Puebla, Pue.,, Puebla 72474 , MX, Av. Tlahuicole 71, Adolfo López Mateos, Tlaxcala de Xicohténcatl, Tlaxcala 90160 , MX",Artículos de consumo,"Chalco de Díaz Covarrubias, Méx., México, Mexico",56607,Ecatepec
173,Transportaciones ZEPOL SA de CV,"Empresa establecida con unidades propias diseñada en satisfacer las necesidades de transporte, utilizando equipo moderno y personal calificado:

- FTL...",5528990854,501-1000 empleados,,Transporte terrestre en camión,"Nuevo León, Monterrey",,Ecatepec
175,BANCOPEL,"AVENIDA CENTRAL 0 SN, Ecatepec De Morelos 55240, MX",,11-50 empleados,"AVENIDA CENTRAL 0 SN, Ecatepec De Morelos 55240, MX",Banca,,55240,Ecatepec
177,Grupo Miga,"Nos dedicamos a la comercialización principalmente de marcas relojeras y artículos de lujo. 
Nos enfocamos en los canales de venta corporativos, gobie...",,11-50 empleados,"Principal
México, CDMX, México 55500, MX",Comercio al por menor de artículos de lujo y joyería,"CDMX, México",55500,Ecatepec
178,PEASA Corporativo,"Sabemos que cada uno de nuestros clientes tiene necesidades particulares, es por ello que nuestra tarea es ofrecer soluciones de seguridad a la medida...",442 241 5209,11-50 empleados,,Seguridad e investigación,"Ecatepec de Morelos, Estado de México",,Ecatepec
179,Hospital Privado Ecatepec,"Promociones
Paquetes de maternidad 
Especialidades 
Urgencias 24 horas 
Ginecología 
Pediatría",5564609745,51-200 empleados,"Principal
Sede
sur 58 mz 76 lt 34 no 35 col san agustin , no 35, San Agustín 1era sección , Ecatepec Estao de México 55130, MX",Hospitales y atención sanitaria,"San Agustín 1era sección , Ecatepec Estao de México",55130,Ecatepec
180,POS Technologies México,Somos una empresa dedicada a mejorar la experiencia de compra de los clientes de nuestros clientes. Nos enfocamos en generar soluciones integrales en ...,,11-50 empleados,"Principal
Corporativo POS Technologies México
LAZARO CARDENAS 9 MANZANA 2 LOTE 2 CASA 27, DESPACHO 1, MEXICO, ESTADO DE MEXICO 55243, MX",Servicios y consultoría de TI,"MEXICO, ESTADO DE MEXICO",55243,Ecatepec
182,JA&JA Integral Services,"Integramos Soluciones acorde a las necesidades de cada uno de nuestros socios comerciales.  

Soluciones en:

Aceros especiales:
Acero grado herramien...",5543868483,11-50 empleados,"Principal
Sede
SAN ANDRES 22, ESTADO DE MÉXICO, 55070, MX",Minería,,55070,Ecatepec
183,"LOGISTICA M&N, S.A. DE C.V.",logística,55 6553 8801,11-50 empleados,"Principal
https://www.google.com.mx/maps/place/Log%C3%ADstica+M%26N/@19.5119558,-99.0663293,15z/data=!4m5!3m4!1s0x0:0x7c89af92fa8f413!8m2!3d19.5119558!4d-99.0663293
Francisco MurguíaMz 58 Lt 31 Granjas Valle de Guadalupe, , Ecatepec 55270 Estado de México, México., Estado de México, México., Estado de México, México. 55270, MX","Transporte, logística, cadena de suministro y almacenamiento","Estado de México, México., Estado de México, México.",55270,Ecatepec
184,ISEMMYM,"AVENIDA GOBERNADOR IGNACIO PICHARDO PAGAZA, AVENIDA CAMINO A NVA. ARAGÓN 0 SN, Ecatepec De Morelos 55210, MX...",,51-200 empleados,"AVENIDA GOBERNADOR IGNACIO PICHARDO PAGAZA, AVENIDA CAMINO A NVA. ARAGÓN 0 SN, Ecatepec De Morelos 55210, MX",Consultorios médicos,,55210,Ecatepec
186,Ingeniería y Análisis Ambientales ARA,"Ingeniería y Análisis Ambientales ARA, es un Laboratorio Acreditado por EMA (Entidad Mexicana de Acreditación), aprobado por la STPS (Secretaría del T...",5557914191,51-200 empleados,"Principal
Sede
55520, ECATEPEC DE MORELOS, Méx. 55520, MX",Servicios medioambientales,"ECATEPEC DE MORELOS, Méx.",55520,Ecatepec
188,CAFETERÍA ESCOLAR,"CALLE AVENIDA GOBERNADOR LICENCIADO ISIDRO FABELA 0 DOMICILIO CONOCIDO, Ecatepec De Morelos 55339, MX...",,11-50 empleados,"CALLE AVENIDA GOBERNADOR LICENCIADO ISIDRO FABELA 0 DOMICILIO CONOCIDO, Ecatepec De Morelos 55339, MX",Servicios de alimentos y bebidas,,55339,Ecatepec
189,TRANSPORTES DE LA TORRE,En Transportes de la Torre contamos con diferentes opciones para todas sus necesidades de transporte de carga. Tanques para materiales peligrosos y no...,5557763831,501-1000 empleados,"Principal
Sede
55400, Ecatepec de Morelos, México 55400, MX","Transporte, logística, cadena de suministro y almacenamiento","Ecatepec de Morelos, México",55400,Ecatepec
192,Grupo IMEBA,"Somos una empresa 100% mexicana, consolidada y líder en el mercado con más de 30 años de experiencia....",5737-4027,51-200 empleados,"Principal
Av. Necaxa No5 Col.Constitución 1917
54190 , Tlalnepantla, México 54190, MX",Comercio al por mayor de materiales de construcción,"Tlalnepantla, México",54190,Ecatepec
234,Mercantil Corma,"A través de más de veinte años hemos aprendido a ofrecer soluciones en diferentes áreas de la industria, con un trato amable y precio justo que garant...",,11-50 empleados,"Valle del Arno #80 Col. Aragon Norte, Mexico, Ecatepec de Morelos 55280, MX",Servicios al consumidor,"Mexico, Ecatepec de Morelos",55280,Ecatepec
196,Montya • Aislamientos Térmicos y Acústicos,Somos una empresa mexicana que desde 1994 se dedica a la instalación y aprovisionamiento de materiales aislantes térmicos y acústicos. Nuestro objetiv...,+52(55)5958 3988,11-50 empleados,"Principal
Monte Sinaí 7, Jardines de Morelos, Estado de México 55070, MX",Mantenimiento de maquinaria comercial e industrial,"Jardines de Morelos, Estado de México",55070,Ecatepec
197,Grupo/Kingmaq,"Somos una empresa que se dedica a la compra y renta en equipo para construccion, contando con mas de 15 años de experinecia....",55 6578 6564,11-50 empleados,"Principal
Sede
CALLE VIRGEN DE LA ANTIGUA MZ 35 LOT 74, La Guadalupana, Estado de México 55060, MX",Comercio al por mayor de materiales de construcción,"La Guadalupana, Estado de México",55060,Ecatepec
199,Universidad San Carlos,"🎓 𝟕 𝑴𝒂𝒆𝒔𝒕𝒓𝒊́𝒂𝒔
🎓 7 𝐋𝐢𝐜𝐞𝐧𝐜𝐢𝐚𝐭𝐮𝐫𝐚𝐬 𝐲 3 𝐈𝐧𝐠𝐞𝐧𝐢𝐞𝐫𝐢́𝐚𝐬
🎓 𝐑𝐕𝐎E 𝐈𝐏𝐍 𝐘 𝐒𝐄𝐏
🎓 𝐏𝐫𝐞𝐩𝐚𝐫𝐚𝐭𝐨𝐫𝐢𝐚 𝐔𝐍𝐀𝐌 𝐲 𝐁𝐚𝐜𝐡𝐢𝐥𝐥𝐞𝐫𝐚𝐭𝐨
𝐓écnico IPN
𝑰𝒏𝒇𝒐𝒓𝒎𝒂𝒄𝒊𝒐́𝒏 𝒂𝒍 𝟓𝟕𝟕𝟎 𝟎𝟖𝟐𝟒...",55 5770 0824,201-500 empleados,"Principal
Sede
Avenida Vía Morelos 182, 182, Ecatepec de Morelos, México 55080, MX",Enseñanza superior,"Ecatepec de Morelos, México",55080,Ecatepec
200,Paneles y Plafones MG,"Somos una empresa dedicada a la distribución de materiales para la construcción ligera, como paneles y plafones modulares. Estamos seguros de la calid...",+5215534504344,11-50 empleados,"Principal
Av Acueducto de Tenayuca 131, Acueducto Tenayuca, 54150 Ciudad de México, Méx.
Av Acueducto de Tenayuca 131 Local A, Tlalnepantla de Baz, México 54150, MX, Necaxa 151, Portales Nte, Benito Juárez, 03300 Ciudad de México, CDMX
Necaxa 151, Portales Nte, Benito Juárez, Ciudad de México 03300, MX, Calz. Ticomán 213-Local B, Residencial Zacatenco, Gustavo A. Madero, 07360 Ciudad de México, CDMX
Calz. Ticomán 213-Local B, Residencial Zacatenco, Gustavo A. Madero, Ciudad de México 07360, MX, C. Copérnico 21, Verónica Anzúres, Miguel Hidalgo, 06500 Ciudad de México, CDMX
C. Copérnico 21, Verónica Anzúres, Miguel Hidalgo, Ciudad de México 06500, MX, C. Joaquín Velázquez de León 76, San Rafael, Cuauhtémoc, 06470 Ciudad de México, CDMX
Calle Joaquín Velázquez de León 76, Colonia San Rafael, Mexico City 06470, MX, Av. Vía Morelos 609-A, Cuauhtemoc Xalostoc, 55510 Ecatepec de Morelos, Méx.
Av. Vía Morelos 609-A, Cuauhtemoc Xalostoc, Ecatepec de Morelos, México 55510, MX, Av. Vía Morelos 609-A, Cuauhtemoc Xalostoc, 55510 Ecatepec de Morelos, Méx.
Av. Vía Morelos 609-A, Cuauhtemoc Xalostoc, Ecatepec de Morelos, México 55510, MX, Juan Sarabia, #12 Col. San Juan Ixhuatepec, Tlalnepantla de Baz
Calle Juan Sarabia, 12, Tlalnepantla de Baz, México 54180, MX",Comercio al por mayor de materiales de construcción,"Tlalnepantla de Baz, México",54150,Ecatepec
203,CASA DE GOBIERNO ESTADO DE MÉXICO,"CALLE DEL SOL NORTE 26, Ecatepec De Morelos 55000, MX",,51-200 empleados,"CALLE DEL SOL NORTE 26, Ecatepec De Morelos 55000, MX",Administración pública,,55000,Ecatepec
204,Thermology Validation & Calibration,"Thermology Validation & Calibration, es una empresa mexicana consolidada en el 2016  con la finalidad de ofrecer un servicio de excelencia en el mante...",5555107954,11-50 empleados,"Principal
TCO160112654
PATAGONIA, LAS AMERICAS III, ECATEPEC DE MORELOS, EDO. DE MEXICO 55076, MX",Servicios de investigación,"ECATEPEC DE MORELOS, EDO. DE MEXICO",55076,Ecatepec
205,PYTSA,"CALLE C. 2 10, Ecatepec De Morelos 55340, MX",,201-500 empleados,"CALLE C. 2 10, Ecatepec De Morelos 55340, MX",Fabricación de maquinaria,,55340,Ecatepec
206,Repro 3:16,"Somos expertos en Impresión Digital, Serigrafía de Gran Formato, Rotulación Vehicular; Calidad Certificada bajo la Norma Internacional ISO 9001:2015....",5555695676,11-50 empleados,"Principal
Sede
Mariano Abasolo 47, Col. La Urbana, Ecatepec, Estado de México, 54190, MX",Servicios de impresión,,54190,Ecatepec
210,Bowtec S.A. de C.V.,Sabemos lo importante que es actualizarse día a día por ello te brindamos la asesoría completa para que puedas cumplir con tus obligaciones requeridas...,5529061164,11-50 empleados,"Principal
Sede
55170, Adolfo López Mateos 75, Ecatepec de Morelos, México 55170, MX",Consultoría y servicios a empresas,"Ecatepec de Morelos, México",55170,Ecatepec
211,Open Consulting Lab HR,"¿Quiénes somos?
Somos una consultoría, dedicada a las pruebas de prevención de la salud sumadas a las pruebas de control y confianza dentro de la rama...",5559356817,11-50 empleados,"Principal
Sede
México, México 55120, MX",Recursos humanos,"México, México",55120,Ecatepec
212,Grupo Pronepack,"Una empresa concentrada en crear el empaque ideal para tu producto, especializados en malla plástica....",5589720666,11-50 empleados,"Principal
https://www.google.com/maps/place/Grupo+PromoPack/@19.6224005,-99.0714426,15z/data=!4m6!3m5!1s0x85d1f12d02555e59:0xf1762500823a5890!8m2!3d19.6224005!4d-99.0714426!16s%2Fg%2F11rd27v6xv?entry=ttu
Privada Nacional, 2 y 4, Ecatepec de Morelos, México 55010, MX",Comercio al por mayor,"Ecatepec de Morelos, México",55010,Ecatepec
213,"SANTANDER DE MEXICO, S.A. DE C.V.","CALLE BENITO JUÁREZ 59, Ecatepec De Morelos 55349, MX",,11-50 empleados,"CALLE BENITO JUÁREZ 59, Ecatepec De Morelos 55349, MX",Banca,,55349,Ecatepec
214,PROINT,"Fundada en el año de 1993.


Somos una empresa, cuyo objetivo principal es comercializar materias primas para diversos sectores industriales entre ell...",55-5746-9445,11-50 empleados,,Fabricación de maquinaria industrial,"ECATEPEC, ESTADO DE MÉXICO",,Ecatepec
215,IQUISA SANTA CLARA SA DE CV,"CALLE FEDERAL LIBRE 85 MÉXICO-LAREDO KILÓMETRO 16+500, Ecatepec De Morelos 55540, MX",,51-200 empleados,"CALLE FEDERAL LIBRE 85 MÉXICO-LAREDO KILÓMETRO 16+500, Ecatepec De Morelos 55540, MX",Fabricación de productos químicos,,55540,Ecatepec
219,GRUPO EDUCATIVO IMEI,"CALLE 5 DE SEPTIEMBRE 0 SN, Ecatepec De Morelos 55070, MX",,51-200 empleados,"CALLE 5 DE SEPTIEMBRE 0 SN, Ecatepec De Morelos 55070, MX",Educación primaria y secundaria,,55070,Ecatepec
